,morph
118,"['동사', '설립', '주류', '판매', '기업', '계열', '회사', '동사', '영업', '부문', '맥주', '사업', '소주', '사업', '생수', '사업', '기타', '사업', '부문', '구성', '이중', '소주', '사업', '매출', '상당', '부분', '차지', '대한민국', '대표', '소주', '브랜드', '글로벌', '소주', '브랜드', '참이슬', '위상', '진로', '성공', '출시', '소주', '시장', '바람']"
119,"['한화그룹', '지주회사', '역할', '한화', '생명', '한화', '에어', '로스', '페이스', '한화케미칼', '등', '계열사', '지분', '보유', '자체', '사업', '화약', '방산', '기계', '무역', '부문', '화약', '부문', '발파', '기술', '사업', '발파', '해체', '사업', '불꽃', '프로모션', '사업', '등', '사업', '영역', '확대', '방산', '부문', '정밀', '유도', '무기', '포함', '정밀', '타격', '분야', '사업', '영역', '확대', '기계', '부문', '산업', '핵심', '설비', '개발', '프로젝트', '수행', '능력', '확보', '무역', '부문', '자체', '영업', '전문', '보유', '사업', '확대']"
120,"['발전소', '플랜트', '관련', '엔지니어링', '업체', '원자력', '발전소', '설계', '수', '화력', '발전소', '설계', '발전', '설비', '플랜트', '건설', '사업', '사업', '등', '영위', '세계', '유일', '원자로', '계통', '설계', '원전', '종합', '설계', '수행', '미국', '비전', '어', '워드', '지속', '가능', '경영', '부문', '부문', '금상', '수상', '엔지니어링', '협회', '해외', '개척', '수상함', 'O', 'M', 'PM', 'CM', 'LACP', 'CSR']"
121,"['동사', '종합', '조선', '해양', '전문', '회사', '사업', '부문', '선박', '해양', '사업', '건설', '사업', '기타', '사업', '에너지', '식품', '사업', '풍력', '사업', '서비스', '사업', '해상', '화물', '운송', '사업', '등', '구성', '선박', '해양', '산업', '시설', '자금', '투입', '수반', '기간산업', '자본', '집약', '선박', '해양', '제품', '건조', '노동', '집약', '특성', '도', '생산', '전문화', '자회사', '생산', '전문화', '사외', '권역', '생산', '운영', '전략', '안', '벽', '운영', '방안', '수립', '등', '최적', '생산', '체계', '구축함']"
122,"['동사', '동화', '백화점', '설립', '유가증권', '시장', '상장', '매매', '개시', '사업', '영역', '백화점', '사업', '패션', '라이프', '스타일', '화장품', '제조', '도소매', '사업', '면세점', '사업', '부동산', '여객', '터미널', '업', '관광', '호텔업', '가구', '소매업', '세분', '신세계', '센트럴시티', '신세', '계동', '대구', '복합', '환승', '센터', '신세계', '터', '내', '까사미아', '서울고속', '버스', '터미널', '등', '연결', '대상', '종속', '회사', '보유']"
123,"['동사', '코오롱', '제조', '사업', '부문', '분할', '신설', '제조', '회사', '분할', '등기', '완료', '사업', '특성', '산업', '자재', '군', '화학', '소재', '군', '필름', '전자', '재료', '군', '패션', '군', '의류', '소재', '등', '사업', '군', '산업', '자재', '군', '매출', '비중', '차지', '세계', '최초', '폴', '더블', '디스플레이', '핵심', '부품', '윈도우', '커버', '투명', '폴리', '미드', '필름', '상표', '명', '생산', '판매', 'CPI']"
124,"['그룹', '계열사', '동사', '설립', '반도체', '제조', '사업', '영위', '웨이퍼', '수탁', '생산', '판매', '담당', '사업', '디스플레이', '구동', '등', '자사', '제품', '설계', '판매', '사업', '운영', '부천', '상', '우', '곳', '공장', '해외', '영업', '미국', '법인', '대만', '일본', '중국', '지사', '운영', 'DB', 'Fou', 'ndry', 'SensorIC', 'Brand', 'FAB', 'FAB']"
125,"['동사', '설립', '유가증권', '시장', '상장', '한화', '에어로', '스페이스', '주식회사', '상호', '변경', '항공기', '가스', '터빈', '엔진', '자주포', '장갑차', '칩', '마운', '터', '등', '생산', '판매', '기술', '활용', '서비스', '제공', '사업', '영위', '엔진', '사업', '핵심', '기술', '진입', '장벽', '장기간', '개발', '투자', '필요', '방산', '산업', '단일', '수요자', '대상', '판매', 'CCTV', 'IT']"
126,"['국내', '브랜드', '사업', '설립', '글로벌', '상표', '인수', '물적', '분할', '지주회사', '변경', '물적', '분할', '존속', '법인', '국내', '브랜드', '사업', '담당', '신설', '법인', '휠라', '코리아', '분할', '휠라', '홀', '글로벌', '브랜드', '지주회사', '역할', '계열', '회사', '경영', '자문', '투자', '사업', '기타', '부대사업', '등', '사업', '영위', 'FILA', 'FILA']"
127,"['동사', '사업', '자동차', '부품', '기계', '사업', '구분', '자동차', '부품', '엔진', '구동', '부품', '친환경', '부품', '구성', '기계', '사업', '부문', '공작기계', '사업', '특수', '사업', '운용', '부품', '사업', '엔진', '등', '등속', '조인트', '등', '주력', '사업', '영위', '중', '최근', '친환경', '차량', '부품', '관리', '시스템', '수소', '차', '부품', '공기', '압축', '등', '개발', '기계', '부문', '스마트', '팩토리', '협동', '로봇', '등', '점유', '확대', 'ATC', 'e', 'LSD']"
128,"['설립', '동사', '인적', '분할', '실시', '공정거래법', '지주회사', '전환', '동사', '영위', '사업', '중', '섬유', '무역', '사업', '부문', '중공업', '건설', '사업', '부문', '산업', '자재', '사업', '부문', '화학', '사업', '부문', '분할', '효성', '티애', '씨', '효성', '중공업', '효성', '첨단', '소재', '효성', '화학', '설립', '연결', '대상', '종속', '회사', '효성', '공덕', '경우', '개발', '효성', '굿', '스프', '링스', '등', '효성', '피탈', '새마을금고중앙회', '매각', 'T', 'S', 'FMK']"
129,"['동사', '수지', '접착', '코팅', '등', '화학', '사업', '헬스', '사업', '영위', '헬스', '사업', '제약', '분야', '백신', '분야', '구성', '백신', '사업', '전문', '효율', '증진', '사업', '분할', 'SK', '바이오', '사이언스', '설립', '제약', '바이오', '사업', '분야', '천연물', '관절염', '치료제', '혈액', '순환', '개선', '등', '자체', '개발', '신약', '우수', '시장', '점유', 'Copolyester', 'EngineeringPla', 'stic']"
130,"['설립', '동사', '최대주주', '변동', '삼성', '정밀화학', '롯데', '정밀화학', '사명', '변경', '롯데', '그룹', '계열', '회사', '편입', '주', '제품군', '정밀화학', '제품', '메세', '로스', '헤세', '로스', '애니', '코트', '일반', '화학제품', '가성', '소다', '염화', '메탄', '유', '록스', '전자', '재료', '제품', '토너', '등', '친환경', '안전', '건강', '관련', '규제', '소비자', '선호', '변화', '등', '메가', '트렌드', '대응', '스페셜', '티', '케미', '칼', '사업', '확대', '성장', '전략', '정립', 'ECH', 'TMAC']"
131,"['동사', '한국', '케이블', '공업', '주식회사', '설립', '유가증권', '시장', '상장', '지주회사', '주식', '소유', '국내', '회사', '사업', '내용', '지배', '것', '사업', '주', '수입원', '지배', '자회사', '배당금', '브랜드', '수수료', '수입', '등', '동사', '사업', '부문', '연결', '기준', '사업', '형태', '고려', '전선', '사업', '부문', '일렉트릭', '사업', '부문', '사업', '부문', '아이', '앤디', '사업', '부문', '사업', '구분']"
132,"['인적', '분할', '설립', '아웃', '도어', '스포츠', '의류', '신발', '제품', '생산', '수출', '사업', '등', '영위', '자체', '개발', '특수', '패딩', '원단', '등', '관련', '제품', '생산', '판매', '정상화', '투자', '지속', '방글라데시', '공단', '신규', '공장', '설립', '스포츠', '의류', '소재', '경', '편', '니트', '생산', '스웨터', '의류', '생산', '개시', '바이어', '제품 개발', '디자인', '센터', '준비', '중', 'Backpack', 'KEPZ', 'Warp']"
133,"['동사', '설립', '한국거래소', '유가증권', '시장', '상장', '동사', '사업', '내용', '물품', '취급', '장비', '제조업', '설치', '보수', '서비스업', '부동산', '임대업', '관광', '숙박업', '금융업', '등', '구성', '운반기', '계', '산업', '전반', '경기', '변동', '설비', '투자', '동향', '후방', '산업', '연관', '효과', '기술', '파급', '효과', '산업', '특징']"
134,"['동사', '국내', '최초', '종합', '전선', '회사', '대한전선', '주식회사', '설립', '동사', '포함', '계열', '회사', '동사', '사업', '전선', '부문', '기타', '부문', '구분', '제품', '고압', '케이블', '통신', '케이블', '등', '동안', '우수', '신뢰도', '제품력', '강점', '현존', '최고', '등급', '인지', '중', '초', '고압', '케이블', '생산', '운영', '능력', '세계', 'CopperRod']"
135,"['한국전력공사', '전액', '출자', '설립', '발전', '설비', '정비', '전문', '회사', '전력', '설비', '정비', '화력', '원자력', '양수', '송', '변', '전', '대외', '해외', '관련', '기술', '개발', '재생', '에너지', '사업', '수행', '국내', '발전', '회사', '한국', '지역', '난방', '열원', '공급', '설비', '산업단지', '열병합', '설비', '자가발전설비', '등', '유지', '관리', '사업', '참여', '중', '가스', '터빈', '재생', '정비', '기술', '바탕', '지멘스', '웨스팅하우스', '등', '등', '가스', '터빈', '스팀', '터빈', '부품', '재생', '정비', '서비스', '수행', 'GE', 'ABB', 'Non', 'GE']"
136,"['주식회사', '현대', '그린', '푸드', '백화점', '사업', '부문', '분할', '설립', '한국증권거래소', '주권', '상장', '통합', '멤버', '제도', '출시', '포인트', '제도', '통합', '범용', '고객', '편의', '향상', '기여', '남양주시', '신규', '프리미엄', '점', '부지', '확보', '건물', '신축', '공사', '진행', '중', '서울', '영등포구', '여의', '도동', '백화점', '점', '충청북도', '청주시', '점', '계획', 'H', 'Point']"
137,"['동사', '비타민', '산업', '주식회사', '설립', '주식', '상장', '상호', '대웅제약', '변경', '회사', '분할', '지주회사', '전환', '의약품', '생산', '판매', '사업', '영위', '자회사', '대웅제약', '한올바이오파마', '등', '영업', '부문', '의약품', '제조', '판매', '부동산', '임대', '용역', '제공', '기타', '부문', '분류']"
138,"['동사', '설립', '한국거래소', '유가증권', '시장', '상장', '동사', '냉매', '가스', '반도체', '특수', '가스', '전해질', '소재', '국내', '유일', '전문', '제조', '판매', '업체', '동사', '후성', '폴란드', '유한회사', '신규', '연결', '연결', '대상', '종속', '회사', '기업', '집단', '후성', '그룹', '기업', 'LiPF']"
139,"['동사', '설립', '전기', '전자', '계측', '정보', '자동화', '기기', '제조', '판매', '유지', '보수', '목적', '사업', '상장', '전력', '기기', '시스템', '제조', '공급', '자동화기', '기와', '시스템', '제조', '공급', '녹색', '성장', '관련', '그린', '에너지', '사업', '영위', '전력', '산업', '고도', '안전', '신뢰', '요구', '국가', '기반', '산업', '기술', '집약', '산업', '선진', '업체', '산업', '집중', '산업']"
140,"['동사', '설립', '유가증권', '시장', '상장', '기업', '동사', '제외', '계열', '회사', '맞벌이', '등', '독신', '세대', '증가', '편리', '추구', '소비자', '니즈', '부합', '제품', '개발', '건강', '지향', '소비', '트렌드', '당', '함량', '제품', '등', '출시', '업소', '요구', '다품종', '소량', '생산', '체계', '구축', '차별', '업소', '전용', '제품', '생산', '납품', '등', '매출', '신장']"
141,"['동사', '설립', '상장', '계열', '회사', '총수', '태경', '농사', '율', '촌', '화학', '등', '국내', '시장', '스낵', '시장', '주력', '제품군', '브랜드', '파워', '과반', '이상', '시장', '점유', '유지', '뿐', '차별', '제품 개발', '능력', '품질', '우위', '경쟁력', '짬뽕', '건', '배', '홍동', '포', '테', '토', '칩', '미니', '짜', '파', '링', '등', '라면', '스낵', '시장', '프리미엄', '신제품', '지속', '출시']"
142,"['항공', '운송업', '시장', '성격', '여객', '화물', '아시아나항공', '등', '항공', '국내', '공항', '공사', '시스템', '구축', '운영', '노하우', '기반', '대외', '사업', '영위', '항공', '공항', '전문', '기업', '시장', '지위', '확보', '아시아나항공', '국내', '여객', '시', '노선', '국제여객', '국가', '도시', '노선', '국제', '화물', '국가', '도시', '노선', '네트워크', '보유', 'IT']"
143,"['동사', '현대', '산업', '개발', '현대', '산업', '개발', '분할', '건설', '사업', '부문', '사업', '부문', '호텔', '콘도', '사업', '부문', '분할', '설립', '건설', '부동산', '개발', '운영업', '영위', '동사', '수행', '중', '건설', '공사', '자체', '공사', '도급', '공사', '구분', '자체', '공사', '토지', '매입', '시행', '시공', '병행', '개발', '주택', '사업', '도급', '공사', '발주', '처', '수주', '시공', '공사', '형태', '일반', '건축', '토목', '외', '주', '주택', '등', '구분', 'HDC', 'HDC', 'PC']"
144,"['동사', '설립', '한국거래소', '유가증권', '시장', '주식', '상장', '동사', '종합', '패', '징', '첨단', '소재', '전문', '기업', '연포', '장재', '알루미늄', '박', '성형', '용기', '식품', '음료', '유리병', '등', '대부분', '포', '장재', '생산', '포장', '사업', '완성품', '부분', '품', '식품', '산업', '성장', '발전', '최근', '생활', '용품', '의약품', '산업', '용품', '포', '장재', '용도', '확대', 'CAN', 'E', 'O', 'E']"
145,"['분할', '기일', '패션', '사업', '부문', '신설', '회사', '주', '에프앤에프', '설립', '존속', '회사', '상호', '변경', '인적', '분할', '자회사', '등', '배당', '수익', 'F&F', '브랜드', '사용자', '상표', '사용', '수익', '수입원', '종속', '회사', '패션', '사업', '영위', '등', '브랜드', '보유', '물류', '투자', '사업', '보유', 'MLB', 'MLBKIDS']"
146,"['분할', '전인', '타이어', '제조', '판매', '등', '주', '업', '영위', '분할', '신설', '회사', '한국타이어', '사업', '부문', '인적', '분할', '상호', '변경', '한국타이어', '기업', '집단', '한국타이어', '앤', '테크놀로지', '주식회사', '포함', '국내법', '해외', '법인', '수익원', '종속', '기업인', '축', '전지', '제품', '매출', '자회사', '한국타이어', '앤', '테크놀로지', '등', '경영자', '문', '용역', '매출', '임대', '사업', '수익', '등', '주']"
147,"['동사', '주식회사', '사업', '부문', '인적', '분할', '설립', '종속', '회사', '의약품', '제조', '판매업', '영위', '종속', '회사', '한올바이오파마', '포함', '회사', '구성', '의약품', '제조', '판매', '영위', '제품', '우루사', '알비스', '임', '팩', '타', '민', '등', '용도', '의약품', '구성', '영업', '사원', '디테일', '능력', '향상', '제품 차별화', '포인트', '선진', '마케팅', '기법', '교육', '등', '판매', '강화']"
148,"['동사', '철광석', '철', '스크랩', '등', '용해', '열연', '냉연', '강관', '봉형강', '등', '산업', '영위', '철강', '수요', '부문', '경기', '변화', '특징', '대표', '전략산업', '정부', '적극', '정책', '지원', '민간', '경영', '노력', '조화', '한국', '경제', '성장', '견인차', '역할', '전략', '제품', '마케팅', '역량', '집중', '수요', '조사', '시장', '개척', '제품 개발', '주력', '부가가치', '제품 개발', '판매', '집중']"
149,"['전자', '퓨얼', '파워', '유통', '디지털', '이노베이션', '등', '자체', '사업', '영위', '전자', 'BG', '전자제품', '필수', '사용', '전자', '부품', '생산', '사업', '박', '유리', '섬유', '에폭시', '수지', '폴리', '이', '미드', '등', '원료', '박', '판', '생산', '연결', '대상', '종속', '회사', '포함', '회사', '영위', '사업', '두산중공업', '두산', '밥캣', '두산건설', '두산', '퓨얼', '셀', '등', '등']"
150,"['동사', '금호산업', '타이어', '산업부', '자', '산부채', '현물출자', '영업', '양수도', '설립', '한국', '중국', '미국', '베트남', '위치', '타이어', '생산', '공장', '토대', '글로벌', '생산', '체계', '구축', '세계', '판매', '네트워크', '타이어', '제조', '판매', '기업', '해외', '판매', '법인', '해외', '지사', '사무소', '글로벌', '타이어', '판매', '담당', '한국', '중국', '미국', '독일', '지역', '센터', '운영', 'R', 'D']"
151,"['설립', '화장품', '연구개발', '생산', '전문', '기업', '한국', '대표', '화장품', '전문', '기업', '이로', '화장품', '매출', '기준', '세계', '기업', '국내외', '브랜드', '화장품', '공급', '해외', '고객', '세계', '최대', '화장품', '그룹', '그룹', '미국', '글로벌', '그룹', '일본', '최대', '그룹', '등', '제품', '공급', '전체', '인력', '연구개발', '인력', '차지', '복합', '연구', '조직', '코스맥스', '센터', '운영', 'ODM', 'ODM', 'L', 'E', 'S', 'R', 'I']"
152,"['동사', '탄산', '음료', '주스', '등', '음료', '제품', '소주', '맥주', '등', '주류', '제품', '보유', '종합', '음료', '회사', '롯데', '기업', '집단', '계열', '회사', '사업', '부문', '음료', '부문', '주류', '부문', '구성', '제품', '칠성사이다', '레쓰비', '처음처럼', '클라우드', '등', '동사', '제품', '대형', '할인', '매장', '편의점', '뿐', '소매점', '등', '소비자', '판매', '대리점', '채널', '운영']"
153,"['동사', '국내', '여행', '시작', '해외여행', '시장', '진출', '해외여행', '사업', '본부', '크루즈', '사업', '본부', '국내', '여행', '대리점', '여행사', '업무', '협력', '영업', '활동', '시장', '점유', '확대', '중임', '패키지', '상품', '법인', '영업', '크루즈', '자유', '맞춤', '여행', '등', '전문', '상품', '항공권', '유학', '어학연수', '등', '형태', '상품', '판매', '국내', '여행', '부문', '일반', '패키지', '상품', '뿐', '지자체', '협업', '특화', '상품', '출시', '재래시장', '지역', '경제', '활성', '동참', '중임']"
154,"['설립', '대림산업', '인적', '물적', '분할', '순수', '지주회사', '전환', '기준', '동사', '속', '기업', '집단', '명', '대림', '변경', '이', '앤', '씨', '케미', '칼', '설립', '브랜드', '수수료', '배당', '수익', '임대', '수익', '등', '지주회사', '사업', '영위', '동사', '지배', '회사', '연결', '대상', '포함', '회사', '제조', '에너지', '투자', '기타', '부문', '사업', '영위', 'DL', 'DL', 'DL']"
155,"['현대', '건설', '토목', '사업부', '분리', '독립', '벽', '콘크리트', '설립', '상호', '변경', '일신', '건설', '산업', '합병', '사업', '콘크리트', '제품', '제조업', '건축', '주택', '건설', '사업', '토목건축', '공', '사업', '등', '영위', '자회사', '해상', '운송', '재활용', '등', '사업', '영위', '매출', '발생', '건설업', '한계', '보완', '적극', '진행', 'M', 'A']"
156,"['동사', '설립', '의약품', '의약', '부', '외', '품', '제조', '매매', '업', '의료', '용구', '위생', '용품', '등', '제조', '매매', '업', '식료품', '식품', '첨가', '물', '제조', '매매', '업', '등', '사업', '영위', '동사', '혈액', '제제', '백신', '제제', '필두', '전문', '의약품', '제제', '등', '의약품', '제조', '판매', '말', '기준', '국내', '등록', '특허', '해외', '등록', '특허', '보유', '해외', '각국', '정도', '심사', '진행', '중임', 'OTC']"
157,"['동사', '분할', '기준일', '투자', '사업', '부문', '담당', '존속', '법인', '사업', '부문', '담당', '신설', '회사', '종근당', '인적', '분할', '설립', '한국거래소', '유가증권', '시장', '상장', '신약', '개량', '신약', '제네릭 의약품', '우수', '개발', '능력', '보유', '연간', '매출액', '대비', '이상', '연구개발', '투자', '집행', '표적', '항암제', '자가면역질환', '치료제', '등', '신약', '개발', '임상', '진행', '중']"
158,"['설립', '에틸렌', '등', '올레', '핀', '류', '기초', '유부', '제품', 'EG', '등', '생산', '울산', '공장', '합성수', '지', '원료', '사용', '일부', '판매', '울산', '산', '석유화학', '공업', '단지', '수직', '계열', '생산', '시설', '보유', '에틸렌', '프로', '필레', '시', '황', '변화', '안정', '원료', '공급', '수', '공장', '선택', '생산', '수', '시스템', '합성수지', '시', '황', '탄력', '운영', '이익', '극대', 'EO', 'HDPE', 'PP']"
159,"['설립', '기타', '유가', '금속', '등', '제조', '판매', '종합', '비철금속', '제련', '회사', '비철금속', '제련', '사업', '영위', '자회사', '인쇄', '회', '로기', '판', '제조업', '반도체', '패키지', '업', '용역', '농업', '등', '영위', '당기', '말', '연결', '대상', '종속', '회사', '보유', '중임', '당기', '말', '기준', '사업부', '문별', '매출', '비중', '제련', '전자', '부품', '반도체', '상품', '중계', '연결', '조정', '구성']"
160,"['직물', '회사', '설립', '동사', '국내외', '네트워크', '물류', '능력', '기반', '석유', '제품', '중심', '에너지', '유통', '휴대폰', '중심', '정보통신', '유통', '글로벌', '무역업', '영위', '렌터카', '자동차', '경', '정비', '등', '사업', '주방', '가전', '환경', '가전', '레', '사업', '등', '성장', '사업', '워커힐', '호텔', '운영', '정보', '통신', '사업', '자회사', 'SK', '서비스', 'SK', '텔레콤', 'SK', '브로드', '밴드', '네트워크', '망', '운용', '통신', '시스템', '장비', '유통', '등', '서비스', '제공', 'CarBiz']"
161,"['신세계그룹', '종합', '생활', '문화', '기업', '해외', '유명', '패션', '브랜드', '국내', '직수입', '우량', '유통', '채널', '판매', '여성', '복', '등', '캐주얼', '브랜드', '라이프', '스타일', '브랜드', '기획', '생산', '유통', '해', '외', '력', '리', '자체', '코스', '메', '틱', '브랜드', '기획', '생산', '유통', '코스', '메', '틱', '부문', '사업', '전개', '중', '등', '동사', '유통', '브랜드', '임', '매출', '패션', '라이프', '스타일', '코스', '메', '틱', '구성', 'RMANI', 'CELINE', 'DIPTYQ', 'UE']"
162,"['동사', '페이스북', '플랫폼', '더블유', '카지노', '더블', '다운', '카지노', '등', '소', '카지노', '게임', '개발', '서비스', '소', '카지노', '사업', '안정', '캐주얼', '하이퍼', '캐주얼', '장르', '등', '신작', '개발', '게임', '포트폴리오', '다각', '등', '장르', '확장', '중임', '더블유', '카지노', '더블유', '빙고', '테이크', '등', '모바일', '게임', '서비스', 'iOS', 'Google', 'Dou', 'bleUCas', 'ino', 'Dou', 'bleDownCas', 'ino']"
163,"['설립', '동사', '광고업', '광고', '대행', '광고물', '제작', '뉴미디어', '디지털', '마케팅', '프로모션', '옥외', '광고', '등', '영위', '현대', '자동차', '그룹', '주력', '광고', '계열사', '광고', '취급', '액', '제일기획', '국내', '번', '현대', '기아', '차', '그룹', '계열사', '덕분', '안정', '매출', '미국', '광고', '제작', '대행', '사인', '인수', '호주', '디지털 마케팅', '회사', '웰컴', '그룹', '인수', 'D', 'G']"
164,"['설립', '동사', '사업', '등', '생산', '석유화학', '부문', '원사', '직물', '등', '생산', '섬유', '부문', '등', '영위', '제조', '임대', '부문', '품질', '설비', '우위', '경쟁력', '확보', '프로', '필레', '등', '석유화학', '공장', '가동', '수직', '계열', '구축', '업계', '선도', '연결', '실체', '중', '방송', '통신', '부문', '종합', '유선', '방송', '사업자', '티브로드', '서비스', '명', '케이블', 'TV', '방송', '초고', '속', '인터넷', '서비스', '등', '사업', '영위', 'PTA', 'AN', 'PTA', 'AN']"
165,"['동사', '자동차', '산업', '축', '전지', '제조', '판매', '목적', '설립', '유가증권', '시장', '상장', '동사', '축', '전지', '제조', '판매', '사업', '연결', '대상', '종속', '회사', '포함', '회사', '영위', '사업', '비철금속', '제련', '업', '자동차', '부품', '판매', '판매', '주선', '전자', '부품', '제조업', '등', '창립', '동안', '축', '전지', '개발', '전력', '질주', '국내', '축', '전지', '산업', '기술', '품질']"
166,"['엔터테인먼트', '호주', '합작', '법인', '주', '설립', '품질', '멀티플렉스', '극장', '국내', '최초', '보급', '일관', '위주', '상영', '문화', '종합', '엔터테인먼트', '플랫폼', '선진', '영화', '상영', '업계', '시장', '점유', '타이틀', '유지', '골드', '클래스', '씨', '드', '쉐프', '등', '프리미엄', '상영관', '운영', 'CJ', 'VillageCinemaI', 'nternationalPTYLTD', 'CJ', 'Village', 'ScreenX']"
167,"['온라인', '판매', '주력', '글로벌', '매트리스', '가구', '기업', '생산', '판매', '영역', '글로벌', '수직', '계열', '구축', '동사', '판매', '제품', '해외', '공장', '자체', '생산', '중', '중국', '인도네시아', '미국', '전문화', '생산', '시설', '보유', '동사', '침대', '가구', '전문점', '독점', '침대', '판매', '시장', '온라인', '판매', '경로', '개척', '유통', '시장', '획기적', '변화', '발단']"
168,"['동사', '연결', '대상', '종속', '회사', '냉연', '강판', '석도', '강판', '칼라', '강판', '등', '각종', '표면', '처리', '강판', '제품', '생산', '국내외', '판매', '글로벌', '철강', '전문', '회사', '임', '철강재', '자동차', '조선', '전자', '기계', '건설', '등', '대부분', '산업', '기초', '소재', '때문', '소재', '산업', '특성', '전후', '방', '산업', '연관', '효과', '시장', '규모', '제조업', '종', '편', '채권단', '공동', '관리', '체제', '그룹', '가족사', '편입', 'KG']"
169,"['설립', '동사', '사업', '부문', '에너지', '석탄', '석유', '등', '생활', '자원', '솔루션', '부문', '화학', '헬스', '전자', '부품', '등', '물류', '부문', '해상', '운송', '항공', '운송', '등', '구분', '산업', '재', '솔루션', '부문', '중동', '동남아', '시장', '중심', '사업', '확대', '프로젝트', '경쟁력', '강화', '에너지', '부문', '중국', '내', '몽고', '위치', '석탄', '화공', '플랜트', '지분', '인수', '비료', '사업', '참여', '중임', 'CIS', 'Trading']"
170,"['동사', '설립', '국내', '제약', '시장', '각종', '의약품', '생산', '판매', '국민', '건강증진', '기여', '유가증권', '시장', '상장', '주', '사업', '합성', '의약품', '바이오', '의약품', '연구개발', '제조', '판매', '신약', '부문', '자가면역질환', '안구', '질환', '면역', '항암', '치료제', '등', '바이오', '신약', '개발', '진행', '동사', '자회사', '미국', '현지', '법인', '당사', '개발', '신약', '해외', '임상', '진행', '라이선스', '업무', '등', '담당', 'HPI']"
171,"['동사', '브랜드', '신발', '제조업자', '개발', '생산', '방식', '생산', '사업', '영위', '화승', '비', '등', '자회사', '외국', '기업', '지배', '지주회사', '신발', '사업', '부문', '관리', '기준', '아디다스', '운동화', '제조', '업체', '중', '생산', '업체', '화승', '점유', '차지', '것', '파악', '매출', '구성은', '제품', '제품', '화', '학용품', '산업', '용품', '연결', '조정', 'ODM', 'M', 'S', 'ADIDAS', 'REEBOK']"
172,"['동사', '종속', '기업', '여성', '의류', '제조', '판매', '것', '사업', '백화점', '직영점', '등', '오프라인', '유통', '채널', '자사', '온라인', '중심', '제품', '판매', '한섬', '생해', '상무', '유한', '공사', '등', '기업', '연결', '대상', '종속', '회사', '보유', '랑방', '컬렉션', '등', '동사', '보유', '브랜드', '임', '온라인', '선호', '소비자', '트렌드', '라이브', '등', '판매', '채널', '다각', '데', '주력', 'TIME', 'MINE', 'SYSTEM']"
173,"['한국콜마', '분할', '설립', '화장품', '사업', '제약', '사업', '영위', '화장품', '업계', '최초', '국내', '방식', '정착', '시장', '선도', '기업', '지속', '투자', '기술', '개발', '업계', '선두', '지위', '유지', '화장품', '사업', '희망자', '컨설팅', '제공', '제품', '뷰티', '헬스', '프로덕션', '플랫폼', '론', 'ODM', 'CMO', 'ODM']"
174,"['동사', '설립', '유가증권', '시장', '상장', '태광', '실업', '남해화학', '인수', '정밀화학', '기업', '질산', '토대', '초안', '생산', '한국', '바스프', '한화', '한화케미칼', '등', '장기', '공급', '계약', '질산', '공급', '경기', '반도체', '자동차', '가구', '건설', '내장재', '질산', '수요', '대부분', '차지', '국내', '경기', 'DNT', 'MNB', 'OCI']"
175,"['동사', '설립', '주식회사', '상호', '변경', '동사', '수익', '브랜드', '사용', '수익', '임대', '수익', '종속', '회사', '등', '수취', '배당금', '수익', '등', '연결', '실체', '사업', '부문', '제과', '영상', '건설', '지주', '기타', '등', '구분', '국내', '시장', '초코파이', '포', '카', '칩', '오징어', '땅콩', '우수', '장수', '브랜드', '안정', '실적', '건강', '성장', '신제품', '출시', '성공', '시장', '지배력', '유지']"
176,"['동사', '설립', '카지노', '관광', '숙박업', '등', '사업', '영위', '동사', '외국인', '카지노', '사업', '특성', '외국인', '출입국', '방문', '밀접', '영향', '한중', '갈등', '관광객', '감소', '회복세', '중', '코로나', '발생', '영업장', '휴', '장', '현재', '테이블', '슬롯머신', '전자', '게임', '테이블', '가동', 'ETG']"
177,"['동사', '설립', '모태', '대한민국', '자주국방', '기치', '아래', '설립', '금성', '정밀', '공업', '임', '동사', '고객', '한국', '정부', '방위', '사업', '청', '국방과학연구소', '군', '등', '계약', '제품', '연구개발', '생산', '성능', '개량', '후속', '지원', '등', '사업', '동사', 'LG', '주식회사', '방위', '산업', '부문', '영업', '양수', '방산', '물자', '연구개발', '제조', '정비', '판매', '사업', '영업', '영위']"
178,"['동사', '인적', '분할', '설립', '신설', '회사', '상장', '분할', '회사', '영위', '사업', '중', '생활', '가전', '제조', '레', '사업', '영위', '주력', '부문', '생활', '가전', '레', '탈', '개인', '고객', '대상', '품목', '정수기', '비데', '공기', '청정', '등', '전기레인지', '안마', '의자', '매트리스', '등', '영역', '확대', '중', '정수', '레', '사업', '브랜드', '파워', '레', '자체', '운영', '조', '구축', '전국', '단위', '레', '유통', '네트워크', '구성', '정수기', '시장 점유율', '유지', '중']"
179,"['동사', '설립', '의약품', '제조', '매매', '소분업', '무역업', '무역', '대리', '업', '부동산', '매매', '임대업', '등', '영위', '의약품', '제조', '매매', '소분업', '원료', '의약품', '의약', '부', '외', '품', '등', '제조', '매매', '소분업', '등', '영위', '의약품', '생명', '공학', '관련', '제품', '제공', '스토가', '뮤코미스트', '메이액트', '맥스핌', '부스파', '메게이스', '등', '라이선스', '을', '동사', '대표', '전략', '품목']"
