,morph
134,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '동', '사', '포함총', 'x', 'y', 'y', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'x', '고압케이블', 'x', '케', '이블', 'x', '우수', '신뢰도', '제품력', 'x', '현존', 'x', 'x', 'x', '고압케이블', 'x', 'x', 'x', 'x']"
135,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '전문', 'x', 'x', 'y', 'y', '화력', 'x', 'x', '송변전', 'x', 'x', 'x', 'x', 'x', '신재생', '너지', 'x', 'x', 'x', 'y', 'y', '한', '국', '지', '역난', '방열원', 'x', 'y', 'x', '단', '열병합', 'y', '자가', 'y', 'y', '유지', '관리', 'y', 'x', '가스터', 'x', 'y', 'y', 'x', 'x', 'x', '다양', 'x', '스', '팀', 'x', 'x', 'y', 'y', 'x', 'y']"
136,"['x', '현대그린푸드', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '상장', 'x', 'x', 'x', 'x', '다양', '포인트제', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '출점', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '출점', 'x', 'x', 'y', '출점', 'x']"
137,"['x', '대한비타민산업', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x', '지주', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', '대', '웅', 'x', 'x', 'x', '한', '올', 'y', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x']"
138,"['x', 'x', '한국거', '래', '소', 'x', 'x', 'x', 'x', 'y', '냉매가스', '반도', '체용', 'x', 'x', 'x', 'x', '유일', 'x', 'x', 'x', '업체임', 'y', 'x', 'x', '유한', 'x', 'x', 'x', 'y', 'x', '종속', 'y', 'x', 'x', '후', '성', 'x', '기업임']"
139,"['x', 'x', 'x', 'x', '계측', 'x', '자동', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', '자동', 'y', 'y', 'y', 'y', 'x', 'x', 'x', '그린에너지', 'y', 'x', 'y', 'x', 'x', '안전', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'y', 'x', '산업임']"
140,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', '독신', '세대', 'x', '편리', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '다양', '업소', 'x', '다품종', 'x', 'x', 'x', 'x', 'x', '업소', 'x', 'y', 'y', 'x', 'x', 'x', '힘']"
141,"['x', 'x', '상', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '점유', 'x', 'x', '제품', 'x', 'x', 'x', 'x', 'x', 'x', '건면', '배홍동', '포', '테', '토', '칩', 'x', '미니짜파링', 'x', 'y', 'y', 'x', '제품', 'x', 'x']"
142,"['x', 'x', 'x', 'x', 'x', 'x', '아시아나항공', 'y', 'x', 'x', '공사', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', '전문', 'x', 'y', 'x', 'x', '아시아나항공', 'y', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'y', '물', 'y', 'y', 'y', 'x', 'x']"
143,"['x', '현대산업개발', '현대산업개발', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'y', 'y', 'y', 'x', 'y', 'x', 'x', '운영업', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'y', 'y', '발주처', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y']"
144,"['x', 'x', '한국거', '래', '소', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', '전문', 'x', '연포', '장재', '알루미늄박', 'x', 'x', 'x', 'x', '페', '트', 'x', '유리병', 'x', 'x', 'x', 'x', 'x', '완성품', 'x', 'y', 'x', 'x', 'x', 'x', '생활', 'x', 'x', 'y', 'y', 'y', 'x', 'x']"
145,"['x', '기일', 'x', 'x', 'x', 'x', 'x', 'x', '프앤에프', 'x', 'x', 'y', 'y', '프앤', '프홀딩스', 'x', 'x', '인적분할', 'x', 'x', 'x', 'x', 'x', '상표', 'x', 'y', 'x', '수입원', '종속', 'y', 'y', 'y', 'x', 'y', 'x', 'x', 'x', 'y', 'y']"
146,"['x', 'x', 'x', 'x', 'x', '주업', 'x', 'y', 'x', 'x', '한국타', '이', '어', 'x', 'x', '인적분할', 'x', 'x', '한국타', '이', '어', 'x', 'x', '한국타', '이', '어앤테', '크놀로지', 'x', 'x', 'x', 'x', '법인이', 'x', '수', '익원', '종속', 'y', '한국아트라스비엑', '스', 'x', 'x', 'x', 'x', '한국타', '이', '어앤테크', '놀로지', '경영자', '문용역', 'y', 'x', 'y', 'x', 'y', '이', '룸']"
147,"['x', 'x', 'x', 'x', 'x', '인적분할', 'x', '종속', 'x', 'x', 'x', 'x', 'x', 'x', '종속', 'y', '한', '올', 'x', 'x', 'x', 'y', 'x', 'y', 'y', 'x', 'y', 'y', 'x', 'x', 'x', 'x', '임팩', '타', '민', 'x', '다양', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '강화']"
148,"['x', 'x', 'x', 'x', 'x', 'x', 'x', '강', '관', '봉형강', 'x', 'x', 'x', 'x', 'x', '경기', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', '경영', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', '다양', 'y', 'x', '신시장', 'x', 'y', 'x', 'x', '부가', '가치', 'y', 'y', 'x', 'y']"
149,"['x', 'x', '셀파워', 'x', '디지털이노베이션', 'x', 'x', 'x', 'y', 'y', '제품', 'x', 'x', 'y', '부품', 'x', 'y', '동박', 'x', '섬', '유', 'x', 'x', 'x', 'x', 'x', '동박', 'x', 'y', 'x', '종속', 'x', 'x', 'y', 'y', 'y', '두산중공', '업', '두산밥캣', 'x', '두산퓨얼셀', 'x', 'x', 'x', '두산메카텍']"
150,"['x', '금호산', '업', '타', '이', '어', 'x', 'x', 'x', '현물', '출자', '영업양수도', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', '판매법인', 'y', 'x', 'x', 'y', '어', 'y', 'x', 'y', 'y', 'y', 'x', 'x', 'x', 'x']"
151,"['x', 'x', '연구', '개발', 'x', '전문', 'x', 'x', 'x', 'y', '전문', 'y', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'y', 'x', 'y', 'x', 'x', '연구', '개발', 'y', 'x', 'x', '연구', 'x', '코스맥스', 'x', 'x']"
152,"['x', '탄산', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', '롯데기업', 'x', 'x', 'y', '사업부문', 'y', 'x', 'y', 'y', 'x', 'x', 'y', 'x', 'x', '처음', 'x', 'y', 'y', 'x', 'x', 'x', 'x', '소매점', 'x', 'x', 'x', 'x', 'x']"
153,"['x', 'x', 'x', 'x', '해외', 'y', 'x', 'x', '해외', 'y', '사업본부', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '점유', 'x', 'x', 'x', 'x', 'x', 'y', '크루', '즈', 'x', 'x', 'y', 'x', 'y', '항공', 'x', 'x', 'x', '다양', 'x', 'y', 'x', 'y', 'y', 'x', 'x', 'y', 'y', 'x', 'x', '특화', 'y', 'x', '재래', 'y', 'x', 'x', '활성', 'x', '임']"
154,"['x', '대림산업', '인', '물적', 'x', '순수지주', 'x', 'x', 'x', 'x', 'x', '집단명', '대', 'x', '이앤', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', '지주', 'y', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y']"
155,"['현대건설', 'x', 'x', '부', 'x', 'x', '벽제콘크리트', 'x', '아이에스동', 'x', 'x', '일신', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'y', 'y', '공사업', 'x', 'x', 'x', 'x', '활용', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x']"
156,"['x', 'x', 'x', 'x', '부', '외품', 'x', '매매업', 'x', 'x', '위생', '용품', 'y', '매매업', 'x', '식품', '첨가물', 'y', '매매업', 'x', 'x', 'y', 'x', 'x', '백신', 'y', '필두', 'x', 'y', 'y', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'y', 'x', '약정도', 'x', 'x', '임']"
157,"['x', 'x', '기준일', 'x', 'x', 'x', 'x', '존속법', '종근', '당', '홀딩', '스', '와의약품', 'y', 'y', 'y', 'x', 'x', 'x', '인적분할', 'x', 'x', '거래', '소', 'x', 'x', 'x', '상장', 'x', 'x', 'y', '제네릭', 'x', '우수', 'x', 'x', 'x', 'x', '매출액', 'x', 'x', '연구', 'y', 'y', 'x', 'x', 'x', '자가', '면역', '질환', '치료제', 'y', 'y', '임상', 'x']"
158,"['x', 'x', 'x', '핀', 'x', '유분', 'x', 'x', '울산공장', '합', '성수', 'x', 'x', 'x', 'x', 'x', '온산', '석유', '화학', '공업', '단지', 'x', 'x', 'y', 'x', 'x', 'y', 'x', '시황', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', '합성', '수지', '시황', 'x', 'x', 'x', '극대', '가능']"
159,"['x', '아연괴', 'x', 'x', 'x', 'x', 'x', 'x', '비철', 'y', 'x', 'x', '철', 'y', 'y', 'x', 'x', 'x', '인쇄', '회로', '기판', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '당기말', 'x', 'x', '종속', 'y', 'x', 'x', '당기말', 'x', 'y', 'x', 'x', 'x', 'y', '전자', '부품', 'y', 'x', 'x', 'y', 'x', 'x']"
160,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '석유', '제품', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', '무역업', '영', '렌', '터카', 'x', '경정비', 'x', 'x', 'x', 'x', '전', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'y', '통신사업', 'x', '네트웍스', 'x', 'x', '브로드', '밴드', 'y', 'x', 'x', 'y', 'x', 'x', 'y', '다양', 'y', '제공']"
161,"['신세계그룹', 'x', 'x', '문화기업', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '여성복', '캐주얼', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', '코스메틱', 'y', 'y', 'y', 'y', '코스메틱', 'x', 'x', 'x', 'x', 'y', 'x', '브랜드임', 'x', 'y', 'y', '코스메틱', 'x']"
162,"['x', '페', '이', '스북', 'x', '블유', 'x', '블', 'y', '소', '셜', 'y', 'x', 'x', 'x', '소셜카', '지노', 'x', 'x', '캐주얼', 'x', '캐주얼', 'x', 'x', 'y', 'y', 'x', 'x', 'y', 'x', 'x', 'x', 'y', '블유빙고', 'x', '모바', 'y', 'y']"
163,"['x', 'x', '광고업', 'x', 'x', '광고물', 'x', '뉴미디', '어', '디지털마케팅', 'x', '옥외', 'y', 'x', '현대자동차', 'x', 'x', 'y', 'x', 'x', 'y', '취급액', 'x', 'x', '대', 'x', 'y', '계열사', 'x', 'x', 'x', '가능', 'x', 'y', 'y', '대행사', 'x', 'x', 'x', 'x', 'x', '웰컴그룹', 'y']"
164,"['x', 'x', 'x', 'x', 'x', '석유', '화학', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', '석유', '화학', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '통신', 'y', 'x', 'x', 'y', 'x', 'x', '서비스명', 'x', 'y', '고속인터넷', 'x', 'y', 'y']"
165,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'y', 'y', 'x', 'x', 'x', 'x', '종속', 'x', 'x', 'y', 'x', 'y', '철금속', '제련업', '자동차부품', 'y', 'y', 'x', '전자', 'x', 'x', 'x', 'x', 'y', 'x', 'x', '주', 'x', 'y', 'y', 'x', 'x']"
166,"['엔터테', '인', '먼트', 'x', 'x', 'x', 'x', 'x', 'x', '멀티', '플렉스', 'x', 'x', 'x', 'x', '단일관', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '업', '시장', '점유', 'x', 'x', '골', '드클래스', '씨네드쉐프', '템퍼시', '마', 'x', '상영관', 'x']"
167,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'y', '국', 'x', 'x', '전문', 'y', 'x', '유', 'y', 'x', 'y', 'x', 'x', 'y', 'y', 'x', 'y', 'y', 'x', 'x', 'x', 'y', '획기적', 'x', 'x']"
168,"['x', 'x', 'x', '종속', 'x', '냉연', 'x', '석', '도', 'y', 'x', 'y', 'x', '표면', '처리', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '철강재', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', '전후방', 'y', 'x', 'x', 'x', 'x', '제조', 'x', 'x', '채권단', '공동', '관리', 'x', 'x', 'x', 'x']"
169,"['x', 'x', 'x', 'x', 'x', '팜', 'x', 'x', '팜', '생활', '자원', 'x', 'y', 'x', '헬스케어', '전자', '부품', 'x', 'y', 'x', '운', '송', 'x', 'x', 'x', '산업재', 'y', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', '강화', '에너', '지', '팜', 'y', 'x', 'x', 'x', '석탄화공', '플', '랜트', '지분', 'x', 'x', 'y', 'x', 'x']"
170,"['x', 'x', '이래', 'x', '제약', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', '바이오의약품', '연구', 'x', 'x', 'y', '신약부문', '가', 'x', 'x', 'x', 'y', 'y', '항암', '치료', 'x', '신', '약', 'y', 'x', 'y', 'x', 'x', '현지', 'x', 'x', 'y', 'x', 'x', '임상', 'y', '라이', '선', '스', 'x', 'x']"
171,"['x', 'x', 'x', '제조', '업자', 'x', 'x', 'x', 'y', 'x', 'x', '화승비', 'x', 'x', 'x', '지배지주', '회사', 'y', 'y', 'x', 'x', 'x', 'x', 'x', '제조', 'x', 'y', 'y', 'x', 'x', 'x', 'x', '됨', 'x', '구성', 'x', 'y', '학', 'x', 'x', 'y', 'x', 'x']"
172,"['x', '종속', 'x', '여성', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '직영점', 'x', 'x', 'x', 'x', '온라인몰', 'x', 'x', 'y', '섬생', '해', 'x', '유', '한', 'x', 'y', 'x', 'x', '종속', 'x', 'x', 'x', 'x', 'y', 'y', 'y', '브랜드임', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x']"
173,"['한국콜마', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'y', '희망자', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '론칭']"
174,"['x', 'x', 'x', 'x', 'x', 'x', '태광실업', 'x', 'x', 'x', 'x', '학', 'x', 'x', 'x', 'x', 'x', '한국바스프', 'x', '한', '화케미', '칼', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', '내장재', 'y', 'x', 'x', 'x', 'x', 'y']"
175,"['x', 'x', 'x', '오리온홀딩스', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'y', '종속', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '우수', 'x', 'y', 'x', 'x', '건강', 'x', '양', '제품', 'x', 'x', 'y', '지배력', 'x']"
176,"['x', 'x', 'x', '관광숙', '박업', 'x', 'x', 'y', 'x', 'y', 'y', 'x', 'y', 'x', 'x', '밀접', 'x', 'x', 'x', 'x', 'x', '회복세', '코로', 'x', '영업장', 'x', 'x', 'x', '전자게임', 'y', 'x']"
177,"['x', 'x', 'x', 'x', 'x', 'x', '기치', 'x', 'y', '금성정밀공업임', 'y', 'x', 'x', 'x', 'x', '방위', '사업청', 'y', 'x', '연', '구소', 'x', 'x', 'x', '연구', '개발', 'x', 'x', 'x', 'x', 'x', 'y', '사업임', '동', '사', '이노텍', 'x', '방위', '산업', 'x', '영업양수', 'x', 'x', '연구', '개발', 'x', 'x', 'x', 'x', 'x', 'x']"
178,"['x', '인적분할', 'x', 'x', 'x', '상장', 'x', 'y', '쿠쿠홀딩스', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'y', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '공기', '청정기', '전기레', '안마의', '자', 'x', 'x', 'x', '정', '수기', 'y', 'y', 'x', 'x', 'y', 'x', 'x', '조', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'x']"
179,"['x', 'x', 'x', 'x', 'x', 'x', '무역업', 'x', '대리업', 'x', 'y', '임대업', 'x', 'y', 'y', 'y', 'y', 'x', 'y', 'x', '부', '외품', 'y', 'y', '소분업', 'y', '서의약품', '생명', '공학', 'x', 'x', '제공', '스', '토', '가', '뮤코미스', '트', '메이액트', '맥', '핌', 'x', '메게이스', 'x', 'y', 'x', 'x', '품목임']"
180,"['한세예스', 'x', 'x', 'x', '한국거', '래', '소', 'x', 'x', 'x', '상장', 'x', 'x', '바이', '어', 'x', '주문자상표', 'x', 'x', '제조자', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '장', '캐쥬얼', 'y', 'x']"
181,"['x', 'x', 'x', '의약', '외품', 'x', 'x', '연구', '개발', '생명', '공학', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', '치옥타시드', '덱시드', '훼로', 'x', '씬지로이드', '오르', 'x', '액시마', '아프로', '벨', 'x', '메', '딘', 'y', 'x', 'x', 'x', 'x', '매출품목', 'x', 'y', '일반', 'y', 'x', '대형마트', '의약', '외품', 'x', 'x', 'x', '구분']"
182,"['x', 'x', 'x', '홀딩', '스', 'x', 'y', '인적분할', 'y', 'x', '거래', '소', 'x', 'x', 'x', 'x', '상장', '신동', 'x', 'x', '동합', '금판', '대', '리드프레임재', 'x', 'x', '주화', '용소전', 'x', 'x', 'y', 'y', '소구경', '대구경', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', '정밀단', '조품', 'y']"
183,"['x', 'x', 'x', 'x', '종속', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '생식품', 'x', 'x', '식재', 'y', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'x', 'y', '종속', 'y', '푸드서비스', 'y', '식재', 'y', 'y', 'x', 'y', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x']"
184,"['x', '선경합', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '분할기일', '디스커', '버', '리', 'y', 'x', 'x', 'x', 'x', '디스커', '버', '리', 'y', 'x', 'y', 'x', 'y', '인적분', '순수지주', '회사', '주', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x']"
185,"['x', 'x', 'x', 'x', 'y', 'x', 'x', '지주', 'x', 'x', 'x', 'y', 'x', '사업지주', 'y', 'x', 'x', '삼양바이오팜', '삼남석유', '화학', 'x', 'x', 'y', 'x', 'y', 'x', '성장', '동력', 'y', 'x', 'y', 'x', 'x', 'x', 'x', '신성', '장동력', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'y']"
186,"['x', 'x', 'x', 'x', 'x', 'x', '한국거', '래소', 'x', 'x', '계열사', '바', '이', '오', '제', '약', '사', '업부문', 'x', 'x', 'x', 'x', '제약', 'x', '지속', '가능', 'x', 'x', 'x', 'x', '우수', 'x', 'x', '항생주사제', 'x', '영양', 'x', '지', '혈증', 'x', '오', '마론', '특발', 'x', '증제', '파이브로정', 'x', 'x', 'x', 'y']"
187,"['x', 'x', 'x', 'x', 'x', '홈', '쇼핑', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '홈', '쇼핑', 'x', 'x', 'y', 'x', '정수', '기', 'x', 'x', '현대렌탈케어', 'x', '창', '호', '제조', 'y', '현대엘앤', 'x', 'x', 'x', '종속', 'x', 'x', '현대백화점', 'x', 'x', 'x', 'x', 'y', 'x', '계열사', '현', '대', '리바트', 'x', 'x', 'x', 'x']"
188,"['x', 'x', 'x', 'x', 'x', 'x', '원양어업', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '위탁사', 'x', 'x', 'x', '하역', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', '가능', '안전', 'y', 'x']"
189,"['x', 'x', 'x', '첨가물', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', '음식료품', '제조', '업체', '음식료', 'x', 'x', 'x', 'x', '대한', '민', '국', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', '청정원', 'y', '순창고', '추장', '햇살담', 'x', '종가집', 'y', 'x', 'x', 'x', 'y', 'x', 'x']"
190,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'y', '기업임', '동', '사', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'y', 'x', '동', '사', '쿠첸이', 'y', 'y', 'x', 'x', 'x', 'x', 'y', 'y', '점유', '약압', 'x', 'x']"
191,"['x', '동원산업', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '사업부문', 'x', 'y', '조', '미', 'x', 'x', 'x', 'y', 'x', 'x', '속', 'x', 'y', 'y', 'x', 'x', 'x', '세프', '리챔', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x']"
192,"['x', 'x', 'x', 'x', '계기판', 'x', 'x', 'x', 'x', '소구', '경화', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '자동차부품', '기술력', 'x', 'x', 'x', 'x', 'x', '현', '대기아자동', 'x', 'x', 'x', 'y', '완성차', 'y', '공급함', 'y', 'x', '수소', 'x', '전지차', '구동', 'y', 'y', 'y', 'x', 'x', 'x', 'y', 'x', 'x', '시현', 'x']"
193,"['x', 'x', 'x', 'x', 'x', '자동차용', 'x', 'x', 'x', '렌탈', 'y', 'x', 'x', 'x', '금형', 'x', 'x', '제과', '제빵업', '비타이', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '미', '주', 'x', 'x', 'x', 'y', 'x', 'y', 'y', 'y']"
194,"['x', 'x', '두산', '프라', '코어', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '영', '건', '설기계', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '성장', 'x', 'y', 'y', 'x', 'x', 'x', '만족', 'x', 'x', 'y', 'x', 'x', 'x', '농기계', 'x', 'x', 'y', 'x', 'x', '임']"
195,"['x', '인적분할', 'x', 'x', 'x', 'x', 'x', 'x', '상장', '별', 'x', 'x', '순수지주', 'y', 'x', '터내', '셔', '널', '하우시스', 'x', 'x', 'x', 'x', '각자회사', 'x', 'y', 'x', 'x', '터내셔널', 'x', 'x', 'x', 'x', '하우시스', 'x', '템반', '도체', 'x', 'y', 'y', 'x', 'x', '유기', '화합물', 'y', 'y']"
196,"['x', 'x', 'x', 'x', '도소매업', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', '유', '진', '기업', 'x', 'x', '롯데쇼핑', 'x', '롯데하이', '마트', 'y', 'x', 'x', '킬러업체', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x']"
197,"['x', 'x', '계열사', '화학', '산업재', 'x', 'x', 'x', 'x', '기업임', '동', '사', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '표면재', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'y', 'y', 'y', 'x', 'y', 'x', 'x', 'x']"
198,"['x', 'x', 'x', 'x', '도매업', 'x', 'x', 'x', '스낵류', 'x', 'x', '소재류', 'x', 'x', '식량', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '불닭', '볶음면', '매운맛', 'x', '경쟁', '우위', 'y', '임', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '삼양라', '불닭', '볶음면', '다양', 'x', 'x']"
199,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '하이트린', 'x', 'y', '신약항', 'x', 'y', '위십이지장궤양', 'x', 'x', 'x', 'x', 'x', '역류', 'x', '제균요법', '적응증', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '다국가', 'x', 'x', 'y', 'x']"
